Lig	Rec	LigRec	pathway	evidence
WNT8B	FZD7	WNT8B_FZD7	WNT	KEGG: hsa04310; PMID: 23209147
WNT8B	FZD8	WNT8B_FZD8	WNT	KEGG: hsa04310; PMID: 23209147
WNT8B	FZD9	WNT8B_FZD9	WNT	KEGG: hsa04310; PMID: 23209147
WNT9A	FZD1	WNT9A_FZD1	WNT	KEGG: hsa04310; PMID: 23209147
WNT9A	LRP5	WNT9A_LRP5	WNT	KEGG: hsa04310; PMID: 23209147
WNT9A	FZD10	WNT9A_FZD10	WNT	KEGG: hsa04310; PMID: 23209147
WNT9A	FZD2	WNT9A_FZD2	WNT	KEGG: hsa04310; PMID: 23209147
WNT9A	FZD3	WNT9A_FZD3	WNT	KEGG: hsa04310; PMID: 23209147
WNT9A	FZD4	WNT9A_FZD4	WNT	KEGG: hsa04310; PMID: 23209147
WNT9A	FZD5	WNT9A_FZD5	WNT	KEGG: hsa04310; PMID: 23209147
WNT9A	FZD6	WNT9A_FZD6	WNT	KEGG: hsa04310; PMID: 23209147
WNT9A	FZD7	WNT9A_FZD7	WNT	KEGG: hsa04310; PMID: 23209147
WNT9A	FZD8	WNT9A_FZD8	WNT	KEGG: hsa04310; PMID: 23209147
WNT9A	FZD9	WNT9A_FZD9	WNT	KEGG: hsa04310; PMID: 23209147
WNT9B	FZD1	WNT9B_FZD1	WNT	KEGG: hsa04310; PMID: 23209147
WNT9B	LRP5	WNT9B_LRP5	WNT	KEGG: hsa04310; PMID: 23209147
WNT9B	FZD10	WNT9B_FZD10	WNT	KEGG: hsa04310; PMID: 23209147
WNT9B	FZD2	WNT9B_FZD2	WNT	KEGG: hsa04310; PMID: 23209147
WNT9B	FZD3	WNT9B_FZD3	WNT	KEGG: hsa04310; PMID: 23209147
WNT9B	FZD4	WNT9B_FZD4	WNT	KEGG: hsa04310; PMID: 23209147
WNT9B	FZD5	WNT9B_FZD5	WNT	KEGG: hsa04310; PMID: 23209147
WNT9B	FZD6	WNT9B_FZD6	WNT	KEGG: hsa04310; PMID: 23209147
WNT9B	FZD7	WNT9B_FZD7	WNT	KEGG: hsa04310; PMID: 23209147
WNT9B	FZD8	WNT9B_FZD8	WNT	KEGG: hsa04310; PMID: 23209147
WNT9B	FZD9	WNT9B_FZD9	WNT	KEGG: hsa04310; PMID: 23209147
WNT1	LRP6	WNT1_LRP6	WNT	KEGG: hsa04310; PMID: 23209147;11029007;11029007,11
WNT10A	LRP6	WNT10A_LRP6	WNT	KEGG: hsa04310; PMID: 23209147
WNT10B	LRP6	WNT10B_LRP6	WNT	KEGG: hsa04310; PMID: 23209147
WNT16	LRP6	WNT16_LRP6	WNT	KEGG: hsa04310; PMID: 23209147
WNT2	LRP6	WNT2_LRP6	WNT	KEGG: hsa04310; PMID: 23209147;32196115;
WNT2B	LRP6	WNT2B_LRP6	WNT	KEGG: hsa04310; PMID: 23209147
WNT3	LRP6	WNT3_LRP6	WNT	KEGG: hsa04310; PMID: 23209147;18528331
WNT3A	LRP6	WNT3A_LRP6	WNT	KEGG: hsa04310; PMID: 23209147;14739301;14739301,13
WNT4	LRP6	WNT4_LRP6	WNT	KEGG: hsa04310; PMID: 23209147
WNT6	LRP6	WNT6_LRP6	WNT	KEGG: hsa04310; PMID: 23209147
WNT7B	LRP6	WNT7B_LRP6	WNT	KEGG: hsa04310; PMID: 23209147
WNT8A	LRP6	WNT8A_LRP6	WNT	KEGG: hsa04310; PMID: 23209147
WNT8B	LRP6	WNT8B_LRP6	WNT	KEGG: hsa04310; PMID: 23209147
WNT9A	LRP6	WNT9A_LRP6	WNT	KEGG: hsa04310; PMID: 23209147
WNT9B	LRP6	WNT9B_LRP6	WNT	KEGG: hsa04310; PMID: 23209147;20093360
WNT5A	FZD1	WNT5A_FZD1	ncWNT	KEGG: hsa04310;PMID: 24032637;10557084
WNT5A	FZD10	WNT5A_FZD10	ncWNT	KEGG: hsa04310
WNT5A	FZD2	WNT5A_FZD2	ncWNT	KEGG: hsa04310;PMID: 24032637;24032637;9389482
WNT5A	FZD3	WNT5A_FZD3	ncWNT	KEGG: hsa04310;PMID: 24032637;24032637
WNT5A	FZD4	WNT5A_FZD4	ncWNT	KEGG: hsa04310;26198319,32196115;10990458
WNT5A	FZD5	WNT5A_FZD5	ncWNT	KEGG: hsa04310;PMID: 24032637;9054360
WNT5A	FZD6	WNT5A_FZD6	ncWNT	KEGG: hsa04310;PMID: 24032637;26198319,32196115,32103204;21665003
WNT5A	FZD7	WNT5A_FZD7	ncWNT	KEGG: hsa04310;26198319,32196115;10990458
WNT5A	FZD8	WNT5A_FZD8	ncWNT	KEGG: hsa04310;21518267
WNT5A	FZD9	WNT5A_FZD9	ncWNT	KEGG: hsa04310;27402827
WNT5A	MCAM	WNT5A_MCAM	ncWNT	PMID: 24335906;24335906
WNT5B	FZD1	WNT5B_FZD1	ncWNT	KEGG: hsa04310
WNT5B	FZD10	WNT5B_FZD10	ncWNT	KEGG: hsa04310
WNT5B	FZD2	WNT5B_FZD2	ncWNT	KEGG: hsa04310
WNT5B	FZD3	WNT5B_FZD3	ncWNT	KEGG: hsa04310
WNT5B	FZD4	WNT5B_FZD4	ncWNT	KEGG: hsa04310
WNT5B	FZD5	WNT5B_FZD5	ncWNT	KEGG: hsa04310
WNT5B	FZD6	WNT5B_FZD6	ncWNT	KEGG: hsa04310
WNT5B	FZD7	WNT5B_FZD7	ncWNT	KEGG: hsa04310
WNT5B	FZD8	WNT5B_FZD8	ncWNT	KEGG: hsa04310
WNT5B	FZD9	WNT5B_FZD9	ncWNT	KEGG: hsa04310
WNT11	FZD1	WNT11_FZD1	ncWNT	KEGG: hsa04310
WNT11	FZD10	WNT11_FZD10	ncWNT	KEGG: hsa04310
WNT11	FZD2	WNT11_FZD2	ncWNT	KEGG: hsa04310
WNT11	FZD3	WNT11_FZD3	ncWNT	KEGG: hsa04310
WNT11	FZD4	WNT11_FZD4	ncWNT	KEGG: hsa04310
WNT11	FZD5	WNT11_FZD5	ncWNT	KEGG: hsa04310
WNT11	FZD6	WNT11_FZD6	ncWNT	KEGG: hsa04310
WNT11	FZD7	WNT11_FZD7	ncWNT	KEGG: hsa04310;10862746
WNT11	FZD8	WNT11_FZD8	ncWNT	KEGG: hsa04310
WNT11	FZD9	WNT11_FZD9	ncWNT	KEGG: hsa04310
EGF	EGFR	EGF_EGFR	EGF	KEGG: hsa04012;uniprot;12093292;6289330,12093292,12620237,10788520,16274239,15620700,12297050
EGF	ERBB2	EGF_ERBB2	EGF	KEGG: hsa04012;12093292
TGFA	EGFR	TGFA_EGFR	EGF	KEGG: hsa04012;uniprot;3018723;3018723,123
TGFA	ERBB2	TGFA_ERBB2	EGF	KEGG: hsa04012;10918572
AREG	EGFR	AREG_EGFR	EGF	KEGG: hsa04012;uniprot;2466334;2466334,101
AREG	ERBB2	AREG_ERBB2	EGF	KEGG: hsa04012
BTC	EGFR	BTC_EGFR	EGF	KEGG: hsa04012;uniprot;8144591;8144591,953
BTC	ERBB2	BTC_ERBB2	EGF	KEGG: hsa04012;9662041
BTC	ERBB4	BTC_ERBB4	EGF	KEGG: hsa04012;uniprot;10214951;10214951,11
HBEGF	EGFR	HBEGF_EGFR	EGF	KEGG: hsa04012;uniprot;12725245
HBEGF	ERBB2	HBEGF_ERBB2	EGF	KEGG: hsa04012;12958167
HBEGF	ERBB4	HBEGF_ERBB4	EGF	KEGG: hsa04012;uniprot;1840698;1840698,914
EREG	EGFR	EREG_EGFR	EGF	KEGG: hsa04012;uniprot;8626392;8626392,942
EREG	ERBB2	EREG_ERBB2	EGF	KEGG: hsa04012;32196115;
EREG	ERBB4	EREG_ERBB4	EGF	KEGG: hsa04012;uniprot;9419975
NRG1	ERBB3	NRG1_ERBB3	NRG	KEGG: hsa04012;uniprot;7514177;7514177,7592681,11555649,9565587,8702572
NRG1	ERBB2	NRG1_ERBB2	NRG	KEGG: hsa04012;1350381;1350381,751
NRG1	ERBB4	NRG1_ERBB4	NRG	KEGG: hsa04012;uniprot;10537356;8062828,10537356,7721889,9565587
NRG2	ERBB3	NRG2_ERBB3	NRG	KEGG: hsa04012;uniprot;9168115;9168115,917
NRG2	ERBB2	NRG2_ERBB2	NRG	KEGG: hsa04012;32196115;
NRG2	ERBB4	NRG2_ERBB4	NRG	KEGG: hsa04012;uniprot;9168115;9168115,917
NRG3	ERBB4	NRG3_ERBB4	NRG	KEGG: hsa04012;uniprot;9275162
NRG3	ERBB2	NRG3_ERBB2	NRG	KEGG: hsa04012;9772300;
NRG4	ERBB4	NRG4_ERBB4	NRG	KEGG: hsa04012;uniprot;10348342
NRG4	ERBB2	NRG4_ERBB2	NRG	KEGG: hsa04012;32196115;
NRG1	ITGAV	NRG1_ITGAV	NRG	PMID: 20682778
NRG1	ITGB3	NRG1_ITGB3	NRG	PMID: 20682778
FGF4	FGFR1	FGF4_FGFR1	FGF	PMC: 4393358;16597617
FGF4	FGFR2	FGF4_FGFR2	FGF	PMC: 4393358;16597617
FGF4	FGFR3	FGF4_FGFR3	FGF	PMC: 4393358;16597617
FGF4	FGFR4	FGF4_FGFR4	FGF	PMC: 4393358;16597617
FGF5	FGFR1	FGF5_FGFR1	FGF	PMC: 4393358;16597617
FGF5	FGFR2	FGF5_FGFR2	FGF	PMC: 4393358;16597617
FGF5	FGFR3	FGF5_FGFR3	FGF	PMC: 4393358;16597617
FGF5	FGFR4	FGF5_FGFR4	FGF	PMC: 4393358;16597617
FGF7	FGFR1	FGF7_FGFR1	FGF	PMC: 4393358;16597617
FGF7	FGFR2	FGF7_FGFR2	FGF	PMC: 4393358;16597617
FGF3	FGFR1	FGF3_FGFR1	FGF	PMC: 4393358;16597617
FGF3	FGFR2	FGF3_FGFR2	FGF	PMC: 4393358;16597617
FGF10	FGFR1	FGF10_FGFR1	FGF	PMC: 4393358;16597617
FGF10	FGFR2	FGF10_FGFR2	FGF	PMC: 4393358;16597617
FGF22	FGFR2	FGF22_FGFR2	FGF	PMC: 4393358;16597617
FGF8	FGFR1	FGF8_FGFR1	FGF	PMC: 4393358;16597617
FGF8	FGFR2	FGF8_FGFR2	FGF	PMC: 4393358;16597617
FGF8	FGFR3	FGF8_FGFR3	FGF	PMC: 4393358;16597617
FGF8	FGFR4	FGF8_FGFR4	FGF	PMC: 4393358;16597617
FGF17	FGFR1	FGF17_FGFR1	FGF	PMC: 4393358;16597617
FGF17	FGFR2	FGF17_FGFR2	FGF	PMC: 4393358;16597617
FGF17	FGFR3	FGF17_FGFR3	FGF	PMC: 4393358;16597617
FGF17	FGFR4	FGF17_FGFR4	FGF	PMC: 4393358;16597617
FGF18	FGFR1	FGF18_FGFR1	FGF	PMC: 4393358;16597617
FGF18	FGFR2	FGF18_FGFR2	FGF	PMC: 4393358;16597617
FGF18	FGFR3	FGF18_FGFR3	FGF	PMC: 4393358;16597617
FGF18	FGFR4	FGF18_FGFR4	FGF	PMC: 4393358;16597617
FGF19	FGFR1	FGF15_FGFR1	FGF	PMC: 4393358
FGF19	FGFR2	FGF15_FGFR2	FGF	PMC: 4393358
FGF19	FGFR3	FGF15_FGFR3	FGF	PMC: 4393358
FGF19	FGFR4	FGF15_FGFR4	FGF	PMC: 4393358
FGF21	FGFR1	FGF21_FGFR1	FGF	PMC: 4393358;16597617
FGF21	FGFR3	FGF21_FGFR3	FGF	PMC: 4393358;16597617
FGF23	FGFR1	FGF23_FGFR1	FGF	PMC: 4393358;16597617
FGF23	FGFR3	FGF23_FGFR3	FGF	PMC: 4393358;16597617
FGF23	FGFR4	FGF23_FGFR4	FGF	PMC: 4393358;16597617
PDGFA	PDGFRA	PDGFA_PDGFRA	PDGF	PMID: 15207812;uniprot;15207811;15207811,25
PDGFA	PDGFRB	PDGFA_PDGFRB	PDGF	PMID: 15207812;25737405;
PDGFB	PDGFRA	PDGFB_PDGFRA	PDGF	PMID: 15207812;uniprot;15207811;15207811,25
PDGFB	PDGFRB	PDGFB_PDGFRB	PDGF	PMID: 15207812;uniprot;2850496;2850496,119
PDGFC	PDGFRA	PDGFC_PDGFRA	PDGF	PMID: 15207812;uniprot;10806482;10806482,11297552,10806482,11342471
PDGFD	PDGFRB	PDGFD_PDGFRB	PDGF	PMID: 15207812;uniprot;15207811;15207811,15
VEGFA	FLT1	VEGFA_VEGFR1	VEGF	KEGG: hsa04370; PMID: 16633338
VEGFA	KDR	VEGFA_VEGFR2	VEGF	KEGG: hsa04370; PMID: 16633338
VEGFB	FLT1	VEGFB_VEGFR1	VEGF	KEGG: hsa04370; PMID: 16633338
VEGFC	FLT4	VEGFC_VEGFR3	VEGF	KEGG: hsa04370; PMID: 16633338
VEGFC	KDR	VEGFC_VEGFR2	VEGF	KEGG: hsa04370; PMID: 16633338
VEGFD	FLT4	VEGFD_VEGFR3	VEGF	KEGG: hsa04370; PMID: 16633338
VEGFD	KDR	VEGFD_VEGFR2	VEGF	KEGG: hsa04370; PMID: 16633338
PGF	FLT1	PGF_VEGFR1	VEGF	KEGG: hsa04370; PMID: 16633338
IGF1	IGF1R	IGF1_IGF1R	IGF	PMID: 14604834;uniprot;2877871;2877871,185
IGF2	IGF1R	IGF2_IGF1R	IGF	PMID: 14604834;PMID: 27102148;9972281
IGF2	IGF2R	IGF2_IGF2R	IGF	PMID: 14604834;uniprot;2964083;2964083,7797478,9722981
IGF1	ITGAV	IGF1_ITGAV	IGF	PMID: 28190785; PMID: 28873464
IGF1	ITGB3	IGF1_ITGB3	IGF	PMID: 28190785; PMID: 28873464
IGF1	ITGA6	IGF1_ITGA6	IGF	PMID: 28190785; PMID: 28873464;uniprot
IGF1	ITGB4	IGF1_ITGB4	IGF	PMID: 28190785; PMID: 28873464;uniprot
IGF2	ITGAV	IGF2_ITGAV	IGF	PMID: 28190785; PMID: 28873464
IGF2	ITGB3	IGF2_ITGB3	IGF	PMID: 28190785; PMID: 28873464
IGF2	ITGA6	IGF2_ITGA6	IGF	PMID: 28190785; PMID: 28873464
IGF2	ITGB4	IGF2_ITGB4	IGF	PMID: 28190785; PMID: 28873464
IGFL3	IGFLR1	IGFL3_IGFLR1	IGF	PMID: 21454693;21454693
INS	INSR	INS_INSSR	INSULIN	KEGG: hsa04911; PMID: 24633815
APLN	APLNR	APLN_APLNR	APELIN	KEGG: hsa04371;10617103;10617103,9792798,12603839,15341513,10777510,12939143,11336787
CCL5	CCR1	CCL5_CCR1	CCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CCL3	CCR1	CCL3_CCR1	CCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CCL3L3	CCR1	CCL3L3_CCR1	CCL	KEGG: hsa04060;PMID: 24218476
CCL8	CCR1	CCL8_CCR1	CCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CCL7	CCR1	CCL7_CCR1	CCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CCL13	CCR1	CCL13_CCR1	CCL	KEGG: hsa04060;10699158
CCL14	CCR1	CCL14_CCR1	CCL	KEGG: hsa04060;PMID: 24218476;24218476;9405404
CCL15	CCR1	CCL15_CCR1	CCL	KEGG: hsa04060;uniprot;10699158
CCL16	CCR1	CCL16_CCR1	CCL	KEGG: hsa04060;PMID: 24218476;11470772;11470772,11
CCL23	CCR1	CCL23_CCR1	CCL	KEGG: hsa04060;PMID: 24218476;10699158
CCL8	CCR2	CCL8_CCR2	CCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CCL7	CCR2	CCL7_CCR2	CCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CCL2	CCR2	CCL2_CCR2	CCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CCL27	CCR2	CCL27_CCR2	CCL	KEGG: hsa04060
CCL5	CCR3	CCL5_CCR3	CCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CCL7	CCR3	CCL7_CCR3	CCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CCL11	CCR3	CCL11_CCR3	CCL	KEGG: hsa04060;PMID: 24218476;10699158
CCL24	CCR3	CCL24_CCR3	CCL	KEGG: hsa04060;PMID: 24218476;10699158
CCL26	CCR3	CCL26_CCR3	CCL	KEGG: hsa04060;PMID: 24218476;24218476,10699158;10699158
CCL28	CCR3	CCL28_CCR3	CCL	KEGG: hsa04060;12964882;12964882,11
CCL27	CCR3	CCL27_CCR3	CCL	KEGG: hsa04060
CCL17	CCR4	CCL17_CCR4	CCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CCL22	CCR4	CCL22_CCR4	CCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CCL5	CCR4	CCL5_CCR4	CCL	KEGG: hsa04060;PMID: 24218476;24218476,12270118;12270118,86
CCL4	CCR5	CCL4_CCR5	CCL	KEGG: hsa04060;uniprot;10699158
CCL5	CCR5	CCL5_CCR5	CCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476,;10699158
CCL3	CCR5	CCL3_CCR5	CCL	KEGG: hsa04060;PMID: 15251452;10699158,15251452;10699158
CCL20	CCR6	CCL20_CCR6	CCL	KEGG: hsa04060;PMID: 24218476;24218476;10699158
CCL19	CCR7	CCL19_CCR7	CCL	KEGG: hsa04060;PMID: 24218476;24218476;10699158
CCL21	CCR7	CCL21_CCR7	CCL	KEGG: hsa04060;PMID: 24218476;10699158
CCL19	ACKR4	CCL19_ACKR4	CCL	KEGG: hsa04060;PMID: 24218476;23341447;23341447,11
CCL21	ACKR4	CCL21_ACKR4	CCL	KEGG: hsa04060;PMID: 24218476;23341447;23341447,11
CCL1	CCR8	CCL1_CCR8	CCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CCL25	CCR9	CCL25_CCR9	CCL	KEGG: hsa04060;PMID: 24218476;10699158
CCL25	ACKR4	CCL25_ACKR4	CCL	KEGG: hsa04060;PMID: 24218476;23341447;23341447,11
CCL28	CCR10	CCL28_CCR10	CCL	KEGG: hsa04060;10781587,10975800;10781587,11
CCL27	CCR10	CCL27_CCR10	CCL	KEGG: hsa04060;PMID: 24218476;11821900;12718728,10725697,11821900
CCL1	ACKR4	CCL1_ACKR4	CCL	KEGG: hsa04060
CCL13	ACKR4	CCL13_ACKR4	CCL	PMID: 26740381;10734104
CCL8	ACKR4	CCL8_ACKR4	CCL	PMID: 26740381;10734104
CCL1	ACKR1	CCL1_ACKR1	CCL	PMID: 26740381
CCL2	ACKR1	CCL2_ACKR1	CCL	PMID: 26740381;PMID: 24218476;10699158,13679391;10699158;13679391,17
CCL5	ACKR1	CCL5_ACKR1	CCL	PMID: 26740381;PMID: 24218476;10699158,12081195;10699158;12081195,17
CCL8	ACKR1	CCL8_ACKR1	CCL	PMID: 26740381;13679391
CCL13	ACKR1	CCL13_ACKR1	CCL	PMID: 26740381;10699158
CCL14	ACKR1	CCL14_ACKR1	CCL	PMID: 26740381;9405404
CCL16	ACKR1	CCL16_ACKR1	CCL	PMID: 26740381
CCL18	ACKR1	CCL18_ACKR1	CCL	PMID: 26740381
CXCL1	ACKR1	CXCL1_ACKR1	CXCL	PMID: 26740381;PMID: 24218476;10699158,12734373;10699158;12734373,76
CXCL2	ACKR1	CXCL2_ACKR1	CXCL	PMID: 26740381
CXCL3	ACKR1	CXCL3_ACKR1	CXCL	PMID: 26740381
CXCL5	ACKR1	CXCL5_ACKR1	CXCL	PMID: 26740381;10699158,13679391;10699158;13679391
CXCL6	ACKR1	CXCL6_ACKR1	CXCL	PMID: 26740381;10699158
CXCL8	ACKR1	CXCL8_ACKR1	CXCL	PMID: 26740381;PMID: 24218476;24218476,9921412;10699158
CXCL9	ACKR1	CXCL9_ACKR1	CXCL	PMID: 26740381
CXCL10	ACKR1	CXCL10_ACKR1	CXCL	PMID: 26740381
CXCL11	ACKR1	CXCL11_ACKR1	CXCL	PMID: 26740381;10699158
CXCL13	ACKR1	CXCL13_ACKR1	CXCL	PMID: 26740381
CCL2	ACKR2	CCL2_ACKR2	CCL	PMID: 26740381;PMID: 24218476;10699158,24218476;10699158
CCL3	ACKR2	CCL3_ACKR2	CCL	PMID: 26740381;PMID: 24218476;10699158,24218476;10699158
CCL4	ACKR2	CCL4_ACKR2	CCL	PMID: 26740381;PMID: 24218476;10699158,24218476;10699158
CCL5	ACKR2	CCL5_ACKR2	CCL	PMID: 26740381;PMID: 24218476;10699158,24218476;10699158
CCL7	ACKR2	CCL7_ACKR2	CCL	PMID: 26740381;PMID: 24218476;10699158,24218476;10699158
CCL8	ACKR2	CCL8_ACKR2	CCL	PMID: 26740381;PMID: 24218476;10699158,24218476;10699158
CCL7	ACKR1	CCL7_ACKR1	CCL	PMID: 26740381;10699158,13679391;10699158;13679391
CCL11	ACKR1	CCL11_ACKR1	CCL	PMID: 26740381;10699158
CCL11	ACKR2	CCL11_ACKR2	CCL	PMID: 26740381;PMID: 24218476;10699158
CCL13	ACKR2	CCL13_ACKR2	CCL	PMID: 26740381;PMID: 24218476;10699158,24218476;10699158
CCL22	ACKR2	CCL22_ACKR2	CCL	PMID: 26740381;10699158
CCL24	ACKR2	CCL24_ACKR2	CCL	PMID: 26740381;10699158
CCL26	ACKR2	CCL26_ACKR2	CCL	PMID: 26740381
CCL17	ACKR1	CCL17_ACKR1	CCL	PMID: 26740381;10699158,13679391;10699158;13679391
CCL14	ACKR2	CCL14_ACKR2	CCL	PMID: 26740381;PMID: 24218476;9660793
CCL17	ACKR2	CCL17_ACKR2	CCL	PMID: 26740381;10699158
CXCL1	CXCR1	CXCL1_CXCR1	CXCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476,20044480;10699158
CXCL2	CXCR1	CXCL2_CXCR1	CXCL	KEGG: hsa04060;12964882;12964882,93
CXCL3	CXCR1	CXCL3_CXCR1	CXCL	KEGG: hsa04060;12964882;12964882,87
CXCL5	CXCR1	CXCL5_CXCR1	CXCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CXCL6	CXCR1	CXCL6_CXCR1	CXCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CXCL8	CXCR1	CXCL8_CXCR1	CXCL	KEGG: hsa04060;PMID: 24218476;1379593;10699158
CXCL1	CXCR2	CXCL1_CXCR2	CXCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476,20044480;10699158
CXCL2	CXCR2	CXCL2_CXCR2	CXCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CXCL3	CXCR2	CXCL3_CXCR2	CXCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CXCL5	CXCR2	CXCL5_CXCR2	CXCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CXCL6	CXCR2	CXCL6_CXCR2	CXCL	KEGG: hsa04060;PMID: 24218476;9692902;12964882,9692902,10593335,9692902
CXCL8	CXCR2	CXCL8_CXCR2	CXCL	KEGG: hsa04060;PMID: 24218476;1379593;10699158
PPBP	CXCR2	PPBP_CXCR2	CXCL	KEGG: hsa04060;PMID: 24218476;1427896;10699158
PF4V1	CXCR3	PF4V1_CXCR3	CXCL	KEGG: hsa04060
CXCL9	CXCR3	CXCL9_CXCR3	CXCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476,9064356;10699158
CXCL10	CXCR3	CXCL10_CXCR3	CXCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476,9625760;10699158
CXCL11	CXCR3	CXCL11_CXCR3	CXCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CXCL13	CXCR3	CXCL13_CXCR3	CXCL	KEGG: hsa04060;11554781
PF4	CXCR3	PF4_CXCR3	CXCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CXCL12	CXCR4	CXCL12_CXCR4	CXCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CXCL11	ACKR3	CXCL11_ACKR3	CXCL	KEGG: hsa04060;27875312;
CXCL12	ACKR3	CXCL12_ACKR3	CXCL	KEGG: hsa04060;16107333;16107333,20956518,23396314
CXCL13	CXCR5	CXCL13_CXCR5	CXCL	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
CXCL16	CXCR6	CXCL16_CXCR6	CXCL	KEGG: hsa04060;14625285;14625285,11290797,11017100,11290797
CX3CL1	CX3CR1	CX3CL1_CX3CR1	CX3C	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
XCL1	XCR1	XCL1_XCR1	XCR	KEGG: hsa04060;PMID: 24218476;10699158,24218476;10699158
XCL2	XCR1	XCL2_XCR1	XCR	KEGG: hsa04060;uniprot;10699158
IL2	IL2RB	IL2_IL2RB	IL2	KEGG: hsa04060;3qaz, PDB;2b5i, PDB;15265897;15265897,11035066,8049354
IL2	IL2RG	IL2_IL2RG	IL2	KEGG: hsa04060;3qaz, PDB;2b5i, PDB;15265897;15265897,10662798,8049354
IL4	IL4R	IL4_IL4R	IL2,IL4	KEGG: hsa04060;3bpn, PDB;3qb7, PDB;7918378;7918378,118
IL4	IL2RG	IL4_IL2RG	IL2	KEGG: hsa04060;3qb7, PDB;7918378;7918378,827
IL7	IL7R	IL7_IL7R	IL2	KEGG: hsa04060;3di2, PDB partially;11858939;7522165,11858939,10390077
IL7	IL2RG	IL7_IL2RG	IL2	KEGG: hsa04060;3di2, PDB partially;11858939;7522165,11858939,9010926
IL9	IL9R	IL9_IL9R	IL2	KEGG: hsa04060;uniprot;9535918;9535918,116
IL9	IL2RG	IL9_IL2RG	IL2	KEGG: hsa04060;uniprot;9535918
IL21	IL21R	IL21_IL21R	IL2	KEGG: hsa04060;3tgx, PDB partially, uniprot;11418623
IL21	IL2RG	IL21_IL2RG	IL2	KEGG: hsa04060;3tgx, PDB partially, uniprot;11418623
TSLP	IL7R	TSLP_IL7R	IL2	KEGG: hsa04060;5j11, PDB;11418668
TSLP	CRLF2	TSLP_CRLF2	IL2	KEGG: hsa04060;5j11, PDB
IL3	IL3RA	IL3_IL3RA	IL4	KEGG: hsa04060;uniprot;11700046;11700046,9278420,8649415
IL3	CSF2RB	IL3_CSF2RB	IL4	KEGG: hsa04060;uniprot;11700046;11700046,93
IL5	IL5RA	IL5_IL5RA	IL4	KEGG: hsa04060;3qt2, PDB partially;11748263;11748263,1732409,7721873,10880230
IL5	CSF2RB	IL5_CSF2RB	IL4	KEGG: hsa04060;3qt2, PDB partially;11748263
CSF2	CSF2RA	CSF2_CSF2RA	IL4	KEGG: hsa04060;4nkq, PDB;2828352;2828352,10572088,1702217,8910448,9211889
CSF2	CSF2RB	CSF2_CSF2RB	IL4	KEGG: hsa04060;4nkq, PDB;2828352;2828352,8278375,2645577
IL4	IL13RA1	IL4_IL13RA1	IL4	KEGG: hsa04060;3bpn, PDB;18480254;10641437,18480254
IL4	IL13RA2	IL4_IL13RA2	IL4	KEGG: hsa04060;9130652
IL13	IL4R	IL13_IL4R	IL4	KEGG: hsa04060;3bpo, PDB;8920992;12704343,12
IL13	IL13RA1	IL13_IL13RA1	IL4	KEGG: hsa04060;3bpo, PDB;12704343;12704343,11
IL13	IL13RA2	IL13_IL13RA2	IL4	KEGG: hsa04060;PMID: 26471366;26471366;12704343,11
IL6	IL6R	IL6_IL6R	IL6	KEGG: hsa04060;1p9m, PDB;12829785;3136546,14557255,12829785
IL6	IL6ST	IL6_IL6ST	IL6	KEGG: hsa04060;1p9m, PDB;14557255;8293462,3136546,14557255
IL31	IL31RA	IL31_IL31RA	IL6	KEGG: hsa04060;15184896
IL31	OSMR	IL31_OSMR	IL6	KEGG: hsa04060;15184896
CLCF1	CNTFR	CLCF1_CNTFR	LIFR	KEGG: hsa04060;uniprot;10966616;10966616,11294841,11285233
CLCF1	LIFR	CLCF1_LIFR	LIFR	KEGG: hsa04060;uniprot;10966616
